"","budget","id","imdb_id","original_language","original_title","popularity","release_year","release_date","revenue","runtime","title","vote_average","vote_count"
"1975",0,48464,"tt0120584","en","All the Little Animals",1.745282,1999,"7/9/99",0,112,"All the Little Animals",5.8,11
"1976",0,7504,"tt0150433","hi","1947: Earth",3.877988,1998,"9/16/98",528972,101,"Earth",6.6,9
"1977",0,16405,"tt0243232","en","Dust",1.210809,2001,"8/29/01",0,127,"Dust",5.6,8
"1978",0,178675,"tt0293685","en","Venus Boyz",0.45331,2002,"7/4/02",0,102,"Venus Boyz",7,3
"1979",0,30246,"tt0326806","en","Civil Brand",0.436695,2003,"8/29/03",0,95,"Civil Brand",5.3,4
"1980",0,55015,"tt0264689","en","Home Room",6.040767,2002,"4/12/02",0,133,"Home Room",6.8,10
"1981",6.2e+07,7270,"tt0325805","en","Matchstick Men",5.539265,2003,"9/1/03",65565672,116,"Matchstick Men",6.9,515
"1982",4e+06,153,"tt0335266","en","Lost in Translation",11.609441,2003,"8/31/03",119723856,102,"Lost in Translation",7.3,1943
"1983",0,15136,"tt0300620","cn","夕陽天使",3.905881,2002,"8/22/02",0,110,"So Close",6.4,47
"1984",2e+06,4703,"tt0071385","en","Daisy Miller",1.053839,1974,"5/22/74",0,91,"Daisy Miller",5.8,5
"1985",0,29507,"tt0177749","de","Erleuchtung Garantiert",1.026911,2000,"1/20/00",0,109,"Enlightenment Guaranteed",6.8,4
"1986",0,27590,"tt0089222","en","Gotcha!",6.086982,1985,"5/3/85",8800000,101,"Gotcha!",6.1,47
"1987",0,10617,"tt0103285","el","黃飛鴻",5.476134,1991,"8/15/91",3826459,134,"Once Upon a Time in China",7.4,99
"1988",0,10618,"tt0105839","cn","黃飛鴻之二男兒當自強",3.606688,1992,"9/16/92",30399676,113,"Once Upon a Time in China II",7.1,54
"1989",0,10619,"tt0108592","cn","黃飛鴻之三獅王爭霸",8.507688,1993,"1/1/93",27540561,105,"Once Upon a Time in China III",6.7,47
"1990",0,53650,"tt0056632","en","The Ugly American",0.875873,1963,"4/2/63",0,115,"The Ugly American",5.8,8
"1991",0,40775,"tt0086992","en","The Bostonians",0.182355,1984,"1/1/84",0,122,"The Bostonians",5.5,4
"1992",9250000,16323,"tt0079826","en","The Rose",2.132964,1979,"11/7/79",29174648,125,"The Rose",6.8,28
"1993",0,41846,"tt0293624","en","Super Sucker",0.367595,2002,"1/1/02",0,93,"Super Sucker",3,2
"1994",0,74585,"tt0046366","it","Stazione Termini",0.895958,1953,"4/2/53",0,90,"Indiscretion of an American Wife",5.3,8
"1995",0,31579,"tt0075930","en","God Told Me To",1.903143,1976,"10/31/76",0,91,"God Told Me To",5.1,22
"1996",0,34564,"tt0100608","en","The Shrimp on the Barbie",0.879697,1990,"8/31/90",458996,90,"Shrimp on the Barbie",6.4,7
"1997",0,43041,"tt0053571","en","The Adventures of Huckleberry Finn",0.918072,1960,"8/3/60",0,107,"The Adventures of Huckleberry Finn",5.9,8
"1998",1355000,28942,"tt0078908","en","The Brood",9.445978,1979,"5/25/79",0,92,"The Brood",6.6,138
"1999",0,10739,"tt0313792","en","Anything Else",11.10416,2003,"8/27/03",0,108,"Anything Else",6.2,151
"2000",0,12767,"tt0331468","en","Cold Creek Manor",5.84474,2003,"9/19/03",21384035,118,"Cold Creek Manor",4.9,114
"2001",8.5e+07,10159,"tt0327850","en","The Rundown",8.304835,2003,"9/26/03",80916492,104,"The Rundown",6.4,523
"2002",1.8e+07,10934,"tt0328589","en","Under the Tuscan Sun",8.508008,2003,"4/30/03",58878723,113,"Under the Tuscan Sun",6.4,178
"2003",0,54243,"tt0300069","en","Kart Racer",0.700658,2003,"5/16/03",0,94,"Kart Racer",3.8,2
"2004",0,5653,"tt0309820","en","Luther",7.182909,2003,"10/29/03",0,123,"Luther",6.6,84
"2005",4361898,321,"tt0330602","en","Mambo Italiano",2.873356,2003,"6/6/03",3031801,92,"Mambo Italiano",5.6,28
"2006",0,1358,"tt0103882","en","A Brief History of Time",2.4312,1991,"10/1/91",0,80,"A Brief History of Time",7.4,37
"2007",0,11475,"tt0097728","en","Leningrad Cowboys Go America",6.590913,1989,"3/24/89",0,78,"Leningrad Cowboys Go America",6.7,27
"2008",0,16563,"tt0047472","en","Seven Brides for Seven Brothers",5.748536,1954,"7/22/54",5e+06,102,"Seven Brides for Seven Brothers",7.1,117
"2009",8500000,891,"tt0074119","en","All the President's Men",12.421754,1976,"4/4/76",70600000,138,"All the President's Men",7.6,424
"2010",3.5e+07,51300,"tt0120125","ru","Сибирский цирюльник",1.928011,1998,"10/13/98",0,180,"The Barber of Siberia",7.2,32
"2011",3e+07,10337,"tt0101516","en","Bugsy",5.516316,1991,"12/10/91",49114016,134,"Bugsy",6,83
"2012",0,9874,"tt0090859","en","Cobra",6.892829,1986,"3/21/86",49042224,87,"Cobra",5.6,402
"2013",2.5e+07,16969,"tt0087062","en","City Heat",12.881025,1984,"12/5/84",38348988,93,"City Heat",5.1,49
"2014",8e+06,41780,"tt0102749","en","A Rage in Harlem",2.404818,1991,"5/3/91",10400000,115,"A Rage in Harlem",5.8,17
"2015",2500000,33258,"tt0079576","en","More American Graffiti",3.084426,1979,"8/3/79",15014674,110,"More American Graffiti",4.8,23
"2016",1.3e+07,47898,"tt0104376","en","The Gun in Betty Lou's Handbag",1.386549,1992,"8/21/92",3721911,89,"The Gun in Betty Lou's Handbag",4.1,7
"2017",0,11364,"tt0102768","en","Regarding Henry",6.972737,1991,"7/10/91",0,108,"Regarding Henry",6.6,152
"2018",0,55950,"tt0108569","en","Wilder Napalm",1.765977,1993,"8/20/93",0,109,"Wilder Napalm",6.5,10
"2019",0,43739,"tt0031593","en","Love Affair",3.251277,1939,"4/7/39",0,88,"Love Affair",6.1,16
"2020",0,14874,"tt0311941","en","Try Seventeen",2.814091,2002,"9/10/02",0,96,"Try Seventeen",6.1,30
"2021",1.8e+07,25269,"tt0101371","en","Article 99",2.471038,1992,"3/13/92",6375979,100,"Article 99",5.5,12
"2022",5e+06,78146,"tt0094169","en","Tough Guys Don't Dance",0.957019,1987,"9/18/87",858250,110,"Tough Guys Don't Dance",4.8,6
"2023",0,13765,"tt0066344","en","Scrooge",10.012358,1970,"11/5/70",0,113,"Scrooge",6.5,38
"2024",3500000,18900,"tt0061809","en","In Cold Blood",8.592792,1967,"12/14/67",13007551,134,"In Cold Blood",7.4,83
"2025",0,73265,"tt0092717","en","Campus Man",0.000844,1987,"4/10/87",989000,94,"Campus Man",5.2,3
"2026",0,14282,"tt0107692","ja","獣兵衛忍風帖",7.634365,1993,"6/5/93",0,94,"Ninja Scroll",7.4,126
"2027",0,11502,"tt0056291","pl","Nóz w wodzie",9.474616,1962,"3/9/62",0,94,"Knife in the Water",7.1,73
"2028",0,116094,"tt0284478","en","Charlotte Sometimes",0.193088,2002,"3/11/02",0,85,"Charlotte Sometimes",5.8,3
"2029",3.5e+07,1584,"tt0332379","en","School of Rock",17.95142,2003,"10/3/03",131282949,108,"School of Rock",6.8,1454
"2030",0,19555,"tt0336910","en","9 Dead Gay Guys",1.055872,2003,"9/19/03",0,83,"9 Dead Gay Guys",5.1,11
"2031",2.5e+07,322,"tt0327056","en","Mystic River",12.602438,2003,"10/7/03",156822020,138,"Mystic River",7.6,1473
"2032",0,54973,"tt0342300","en","Dopamine",0.401575,2003,"10/3/03",22278,79,"Dopamine",5,5
"2033",7e+06,28200,"tt0325055","en","Sylvia",11.37237,2003,"10/17/03",1e+07,109,"Sylvia",5.6,34
"2034",1.2e+07,10944,"tt0199626","en","In the Cut",5.799628,2003,"9/9/03",23,119,"In the Cut",4.7,93
"2035",3.5e+07,9839,"tt0294357","en","Beyond Borders",8.940335,2003,"10/23/03",0,127,"Beyond Borders",6.7,113
"2036",3e+06,1807,"tt0363589","en","Elephant",6.447312,2003,"5/18/03",10012022,81,"Elephant",7,410
"2037",0,14157,"tt0087464","en","Impulse",0.47699,1984,"9/28/84",0,91,"Impulse",4.3,7
"2038",0,1376,"tt0313670","en","Sweet Sixteen",12.130265,2002,"5/21/02",0,106,"Sweet Sixteen",6.5,48
"2039",0,31397,"tt0092532","en","Alien from L.A.",1.377641,1988,"1/1/88",0,87,"Alien from L.A.",2.9,10
"2040",0,96171,"tt0102432","en","Men of Respect",0.843494,1990,"1/18/90",0,113,"Men of Respect",3.8,5
"2041",0,64945,"tt0090151","en","That was Then... This is Now",0.619283,1985,"11/8/85",0,102,"That was Then... This is Now",5.9,9
"2042",0,10389,"tt0325655","cn","見鬼",4.827322,2002,"5/9/02",0,98,"The Eye",6.4,108
"2043",0,62327,"tt0095916","en","Promised Land",0.809129,1987,"9/1/87",316000,102,"Promised Land",5.3,6
"2044",0,224,"tt0075902","pl","Człowiek z marmuru",2.78344,1977,"2/25/77",0,165,"Man of Marble",5.8,16
"2045",3e+07,10922,"tt0308383","en","The Human Stain",8.408429,2003,"10/29/03",0,106,"The Human Stain",6.1,124
"2046",0,30349,"tt0339607","en","Mail Order Bride",0.788215,2003,"1/1/03",0,84,"Mail Order Bride",2.8,3
"2047",0,28446,"tt0271809","en","Suspended Animation",0.124863,2001,"1/1/01",0,114,"Suspended Animation",0,0
"2048",0,33222,"tt0363510","en","La revolución no será televisada",1.845605,2003,"3/7/03",0,74,"The Revolution Will Not Be Televised",7.6,15
"2049",0,266741,"tt0265803","en","Standard Time",0.00239,2002,"10/10/02",0,102,"Standard Time",0,0
"2050",0,1277,"tt0155722","de","Ein Lied von Liebe und Tod – Gloomy Sunday",0.737097,1999,"10/21/99",585604,112,"Gloomy Sunday",7.8,12
"2051",0,292974,"tt0380473","en","Just an American Boy",0.002353,2003,"6/7/03",0,0,"Just an American Boy",0,0
"2052",0,11846,"tt0101862","en","Father of the Bride",5.490622,1991,"12/20/91",89325780,105,"Father of the Bride",6.2,355
"2053",1.5e+08,8619,"tt0311113","en","Master and Commander: The Far Side of the World",8.693298,2003,"11/14/03",212011111,138,"Master and Commander: The Far Side of the World",6.9,808
"2054",0,10588,"tt0312528","en","The Cat in the Hat",13.706053,2003,"11/21/03",0,82,"The Cat in the Hat",4.9,380
"2055",2e+07,470,"tt0315733","en","21 Grams",6.372278,2003,"9/6/03",60427839,124,"21 Grams",7.2,943
"2056",0,44708,"tt0333764","zh","藍色大門",2.389238,2002,"9/27/02",0,85,"Blue Gate Crossing",7.2,19
"2057",8e+07,9562,"tt0300556","en","Timeline",6.982762,2003,"11/26/03",43935763,116,"Timeline",5.4,324
"2058",0,11012,"tt0104237","en","Damage",6.384589,1992,"12/2/92",7532911,111,"Damage",6.7,76
"2059",0,30068,"tt0293088","en","Devil's Playground",1.078421,2002,"1/1/02",0,77,"Devil's Playground",6.7,14
"2060",0,158413,"tt0312848","en","Journeys with George",0.202712,2002,"3/8/02",0,79,"Journeys with George",8,1
"2061",0,24203,"tt0050307","en","Desk Set",2.007373,1957,"8/2/57",0,103,"Desk Set",6.9,28
"2062",0,10168,"tt0099615","en","The Freshman",4.470254,1990,"7/20/90",0,102,"The Freshman",6.4,69
"2063",0,38939,"tt0069341","en","Tales from the Crypt",4.407775,1972,"3/9/72",0,92,"Tales from the Crypt",7.2,52
"2064",0,14022,"tt0102943","en","Slacker",4.520146,1990,"7/27/90",0,97,"Slacker",6.4,79
"2065",3900000,31510,"tt0016641","en","Ben-Hur: A Tale of the Christ",2.301098,1925,"12/30/25",9e+06,143,"Ben-Hur: A Tale of the Christ",7.3,20
"2066",0,8289,"tt0085615","en","Gorky Park",4.598954,1983,"12/15/83",16175602,128,"Gorky Park",6.4,62
"2067",0,11384,"tt0102004","en","The Hard Way",7.122938,1991,"3/8/91",65595485,111,"The Hard Way",6.1,116
"2068",3e+07,8010,"tt0102034","en","Highlander II: The Quickening",8.032638,1991,"1/30/91",15556340,91,"Highlander II: The Quickening",4.5,213
"2069",0,47095,"tt0107148","en","House of Cards",4.946028,1993,"6/25/93",0,109,"House of Cards",6.7,17
"2070",3500000,11850,"tt0077745","en","Invasion of the Body Snatchers",5.219641,1978,"12/19/78",24046533,115,"Invasion of the Body Snatchers",7.1,231
"2071",1.1e+07,2297,"tt0102181","en","Kafka",7.693274,1991,"11/15/91",0,98,"Kafka",6.6,28
"2072",1.5e+07,951,"tt0099938","en","Kindergarten Cop",3.67003,1990,"12/21/90",201957688,111,"Kindergarten Cop",5.8,643
"2073",0,5765,"tt0104627","en","Knight Moves",7.431507,1992,"1/14/92",0,116,"Knight Moves",5.7,47
"2074",0,8047,"tt0091495","es","Matador",3.518094,1986,"3/7/86",0,110,"Matador",6.7,43
"2075",1.5e+07,10538,"tt0105104","en","Passenger 57",18.451321,1992,"11/5/92",44065653,84,"Passenger 57",5.6,264
"2076",0,14249,"tt0100485","en","Revenge",7.429491,1990,"2/16/90",15645616,123,"Revenge",6,89
"2077",1.2e+07,10021,"tt0093936","en","The Secret of My Success",5.409557,1987,"4/10/87",110996879,111,"The Secret of My Success",6.2,151
"2078",0,9846,"tt0090180","en","To Live and Die in L.A.",6.186999,1985,"11/1/85",17307019,116,"To Live and Die in L.A.",6.8,129
"2079",64000,1626,"tt0056663","fr","Vivre sa vie: film en douze tableaux",11.30591,1962,"9/20/62",24517,85,"Vivre Sa Vie",7.6,105
"2080",0,10166,"tt0100944","en","The Witches",8.208991,1990,"2/16/90",15360553,91,"The Witches",6.7,224
"2081",0,31798,"tt0026942","en","Roberta",5.424847,1935,"3/8/35",0,106,"Roberta",6.1,7
"2082",0,648,"tt0038348","fr","La belle et la bête",4.798852,1946,"10/29/46",0,96,"Beauty and the Beast",7.8,133
"2083",0,11316,"tt0067372","en","The Tragedy of Macbeth",4.52244,1971,"10/13/71",0,140,"The Tragedy of Macbeth",7,70
"2084",0,29845,"tt0072417","en","A Woman Under the Influence",8.824282,1974,"9/19/74",0,155,"A Woman Under the Influence",7.8,87
"2085",531374,995,"tt0031971","en","Stagecoach",7.970462,1939,"3/2/39",1103757,96,"Stagecoach",7.6,216
"2086",0,32318,"tt0015163","en","The Navigator",3.031803,1924,"10/13/24",0,59,"The Navigator",7.3,38
"2087",0,31509,"tt0011841","en","Way Down East",1.649987,1920,"9/3/20",0,145,"Way Down East",6.2,22
"2088",1250000,1976,"tt0030287","en","Jezebel",11.277226,1938,"3/19/38",0,103,"Jezebel",7.2,39
"2089",0,42045,"tt0090110","en","Sweet Dreams",1.29382,1985,"10/2/85",0,115,"Sweet Dreams",6.9,11
"2090",0,40423,"tt0053146","pt","Orfeu Negro",1.888428,1959,"1/1/59",0,100,"Black Orpheus",7.3,45
"2091",1152000,70881,"tt0026071","en","Anna Karenina",1.810574,1935,"8/30/35",1439000,95,"Anna Karenina",6.6,25
"2092",4e+06,987,"tt0071524","en","The Front Page",5.789565,1974,"12/1/74",0,105,"The Front Page",6.9,69
"2093",0,65869,"tt0238627","en","Attraction",0.532948,2001,"4/22/01",0,95,"Attraction",6,3
"2094",2e+07,10023,"tt0092925","en","Dragnet",7.907938,1987,"6/25/87",66673516,106,"Dragnet",5.7,139
"2095",0,42238,"tt0074972","fr","La victoire en chantant",0.8529,1976,"1/1/76",0,90,"Black and White in Color",6,11
"2096",0,27425,"tt0140384","ja","盲獣",2.219862,1969,"1/25/69",0,86,"Blind Beast",7.1,20
"2097",0,41785,"tt0101529","es","Cabeza de Vaca",1.348021,1991,"10/11/91",0,111,"Cabeza de Vaca",6.8,5
"2098",0,42740,"tt0059043","en","The Collector",3.059377,1965,"6/17/65",0,119,"The Collector",6.9,39
"2099",0,20126,"tt0073582","it","Profondo Rosso",8.543908,1975,"3/7/75",0,126,"Deep Red",7.6,237
"2100",9e+05,11811,"tt0107387","en","Leprechaun",9.096254,1993,"1/8/93",8556940,92,"Leprechaun",5.1,120
"2101",2500000,4368,"tt0326820","en","Dark Wolf",0.944886,2003,"4/15/03",0,94,"Dark Wolf",3.4,9
"2102",1.6e+07,2742,"tt0102511","en","Naked Lunch",7.919299,1991,"12/27/91",0,115,"Naked Lunch",7,207
"2103",0,51145,"tt0156096","en","Spring Forward",1.409447,1999,"9/1/99",0,110,"Spring Forward",6.5,6
"2104",0,3596,"tt0028358","en","Things to Come",2.638559,1936,"2/20/36",0,100,"Things to Come",6.7,46
"2105",0,18904,"tt0053320","en","A Summer Place",4.834431,1959,"11/18/59",0,130,"A Summer Place",6.5,11
"2106",0,47364,"tt0085935","en","Metalstorm: The Destruction of Jared-Syn",1.996342,1983,"8/19/83",0,84,"Metalstorm: The Destruction of Jared-Syn",3,13
"2107",0,9063,"tt0087280","en","Forbrydelsens element",2.924388,1984,"5/18/84",0,104,"The Element of Crime",6.7,47
"2108",350000,255,"tt0062695","fr","Baisers volés",6.564465,1968,"8/13/68",0,96,"Stolen Kisses",7.4,59
"2109",3.2e+07,10744,"tt0318374","en","The Cooler",10.694443,2003,"1/17/03",0,101,"The Cooler",6.7,90
"2110",0,10511,"tt0298845","en","In America",5.067308,2003,"10/31/03",0,105,"In America",6.9,97
"2111",0,180399,"tt0354696","en","The Legend of Leigh Bowery",0.110649,2002,"4/13/02",0,83,"The Legend of Leigh Bowery",7,2
"2112",1.4e+08,616,"tt0325710","en","The Last Samurai",19.582325,2003,"12/5/03",456758981,154,"The Last Samurai",7.3,1946
"2113",0,21542,"tt0337592","en","Love Don't Cost a Thing",3.812555,2003,"12/12/03",0,105,"Love Don't Cost a Thing",5.4,42
"2114",8e+07,6964,"tt0337741","en","Something's Gotta Give",8.524847,2003,"12/12/03",266728738,128,"Something's Gotta Give",6.3,422
"2115",0,3635,"tt0335119","en","Girl with a Pearl Earring",7.008512,2003,"8/31/03",31466789,101,"Girl with a Pearl Earring",6.4,384
"2116",9.4e+07,122,"tt0167260","en","The Lord of the Rings: The Return of the King",29.324358,2003,"12/1/03",1118888979,201,"The Lord of the Rings: The Return of the King",8.1,8226
"2117",1e+07,8696,"tt0337909","en","Calendar Girls",5.109575,2003,"9/2/03",96542059,108,"Calendar Girls",6.6,94
"2118",0,12698,"tt0317910","en","The Fog of War: Eleven Lessons from the Life of Robert S. McNamara",4.109188,2003,"12/9/03",0,95,"The Fog of War",7.6,69
"2119",1.5e+07,52036,"tt0335013","en","The Company",7.803563,2003,"9/10/03",2281585,112,"The Company",5.7,21
"2120",2.3e+07,14844,"tt0360139","en","Chasing Liberty",5.950792,2004,"1/9/04",12,111,"Chasing Liberty",6.1,154
"2121",0,26710,"tt0332712","en","My Baby's Daddy",5.513522,2004,"1/9/04",51,86,"My Baby's Daddy",4.3,15
"2122",0,37088,"tt0364930","en","Aileen: Life and Death of a Serial Killer",3.502005,2003,"9/9/03",0,89,"Aileen: Life and Death of a Serial Killer",7.6,32
"2123",0,52867,"tt0060636","en","Lord Love a Duck",0.533987,1966,"2/21/66",0,105,"Lord Love a Duck",4.9,8
"2124",0,65012,"tt0061089","en","This Property Is Condemned",3.732049,1966,"8/3/66",0,110,"This Property Is Condemned",6.1,25
"2125",0,83726,"tt0092646","en","Beyond Therapy",0.647205,1987,"2/27/87",0,93,"Beyond Therapy",3.2,5
"2126",0,34151,"tt0103827","en","Blame It on the Bellboy",7.777791,1992,"3/6/92",0,78,"Blame It on the Bellboy",5.8,15
"2127",0,1882,"tt0042727","en","The Men",5.670881,1950,"7/20/50",0,85,"The Men",6.5,18
"2128",0,70627,"tt0073796","en","Ransom",2.168976,1975,"3/13/75",0,89,"Ransom",5.9,19
"2129",0,14815,"tt0073906","en","The Wind and the Lion",8.627187,1975,"10/26/75",0,119,"The Wind and the Lion",6.7,48
"2130",0,43049,"tt0054469","en","Where the Boys Are",0.804731,1960,"12/28/60",0,99,"Where the Boys Are",6,6
"2131",0,3088,"tt0038762","en","My Darling Clementine",8.869419,1946,"12/3/46",0,97,"My Darling Clementine",7.5,82
"2132",0,102057,"tt0061581","en","Divorce American Style",1.539648,1967,"6/21/67",0,109,"Divorce American Style",5.4,7
"2133",0,52367,"tt0050599","en","Kiss Them for Me",0.786831,1957,"12/10/57",0,105,"Kiss Them for Me",4.9,10
"2134",0,16933,"tt0033149","en","They Drive by Night",2.190797,1940,"7/27/40",0,95,"They Drive by Night",6.7,25
"2135",0,42094,"tt0087718","en","Micki & Maude",1.053524,1984,"12/21/84",0,118,"Micki & Maude",6,13
"2136",0,18995,"tt0042369","en","D.O.A.",7.005083,1950,"4/30/50",0,83,"D.O.A.",7.2,46
"2137",0,38606,"tt0061122","en","The Trouble with Angels",1.452646,1966,"3/29/66",0,112,"The Trouble with Angels",7,17
"2138",0,71189,"tt0063800","en","Where Angels Go, Trouble Follows",1.088001,1968,"4/10/68",0,93,"Where Angels Go, Trouble Follows",4.9,5
"2139",0,4917,"tt0072730","en","A Boy and His Dog",8.386787,1975,"11/20/75",0,91,"A Boy and His Dog",6.5,90
"2140",0,37774,"tt0074777","en","The Last Tycoon",2.709464,1976,"11/18/76",0,123,"The Last Tycoon",6.2,27
"2141",0,28586,"tt0054393","en","Tormented",0.93057,1960,"9/22/60",0,75,"Tormented",5,9
"2142",0,27329,"tt0290879","th","สุริโยไท",1.236038,2001,"8/17/01",0,185,"The Legend of Suriyothai",5.1,6
"2143",0,20444,"tt0066193","en","The Out of Towners",1.945528,1970,"5/28/70",0,98,"The Out of Towners",7.1,24
"2144",450000,114046,"tt0056580","en","The Three Stooges in Orbit",0.445183,1962,"7/4/62",0,90,"The Three Stooges in Orbit",6,3
"2145",0,82283,"tt0018033","en","It",0.594437,1927,"2/15/27",0,72,"It",6.5,6
"2146",1.3e+07,1954,"tt0289879","en","The Butterfly Effect",12.994939,2004,"1/22/04",96060858,113,"The Butterfly Effect",7.3,2119
"2147",0,14114,"tt0365957","en","You Got Served",3.707216,2004,"1/30/04",0,95,"You Got Served",4.8,75
"2148",0,74395,"tt0101998","en","Hangin' With The Homeboys",2.675068,1991,"4/5/91",0,88,"Hangin' With The Homeboys",6,10
"2149",0,81824,"tt0091310","en","Just Between Friends",0.159657,1986,"3/21/86",0,110,"Just Between Friends",2.5,2
"2150",70000,29473,"tt0073282","en","Let's Do It Again",1.411831,1975,"10/11/75",11800000,110,"Let's Do It Again",7.7,10
"2151",3e+06,29464,"tt0072351","en","Uptown Saturday Night",2.008129,1974,"7/26/74",0,104,"Uptown Saturday Night",6.4,14
"2152",5e+05,30566,"tt0068284","en","Blacula",2.697458,1972,"8/25/72",0,93,"Blacula",5.7,41
"2153",0,42466,"tt0070656","en","Scream Blacula Scream",1.059192,1973,"6/27/73",0,96,"Scream Blacula Scream",6,17
"2154",0,76176,"tt0245943","en","Da Hip Hop Witch",0.221645,2000,"10/31/00",0,90,"Da Hip Hop Witch",1,2
"2155",0,18446,"tt0088213","en","Swing Shift",1.787996,1984,"4/13/84",0,100,"Swing Shift",5,11
"2156",2e+06,11023,"tt0328538","en","Thirteen",14.379879,2003,"8/20/03",4601043,100,"Thirteen",6.6,355
"2157",1.8e+07,11221,"tt0086955","en","Best Defense",1.975174,1984,"7/20/84",19265302,94,"Best Defense",3.6,25
"2158",7.5e+07,1824,"tt0343660","en","50 First Dates",11.134888,2004,"2/13/04",196482882,99,"50 First Dates",6.6,2161
"2159",3e+07,16784,"tt0361925","en","Welcome to Mooseport",3.832792,2004,"2/24/04",1.4e+07,110,"Welcome to Mooseport",4.8,54
"2160",0,44674,"tt0233230","fr","Après la vie",0.097876,2002,"9/12/02",0,123,"After Life",7,2
"2161",1135654,28963,"tt0015400","en","The Thief of Bagdad",3.878515,1924,"3/18/24",1213880,149,"The Thief of Bagdad",7.4,37
"2162",0,14430,"tt0221344","es","La ley de Herodes",1.955107,1999,"11/9/99",0,120,"Herod's Law",7.7,23
"2163",0,50075,"tt0016654","en","The Black Pirate",1.570282,1926,"3/8/26",0,94,"The Black Pirate",6.9,14
"2164",3.9e+07,8842,"tt0312329","en","Against the Ropes",1.381022,2004,"2/20/04",6614280,106,"Against the Ropes",4.5,32
"2165",2.5e+07,10677,"tt0338096","en","Dirty Dancing: Havana Nights",4.475359,2004,"2/27/04",27685016,86,"Dirty Dancing: Havana Nights",6,154
